Wall time,Step,Value
1645082175.535853,0,0.7421346306800842
1645082327.629284,1,0.748904824256897
1645082444.508796,2,0.7805655002593994
1645082578.333197,3,0.8257666230201721
1645082707.9268732,4,0.8351254463195801
1645082826.405583,5,0.8526483178138733
1645082957.629628,6,0.854440450668335
1645083080.038134,7,0.8657905459403992
1645083226.241073,8,0.8699721097946167
1645083338.912369,9,0.8713659644126892
1645083420.216083,10,0.8914775252342224
1645083502.081525,11,0.8994424343109131
1645083590.282516,12,0.897252082824707
1645083678.869099,13,0.9034249186515808
1645083762.176196,14,0.9050179123878479
1645083843.463391,15,0.9052170515060425
1645083925.4072242,16,0.9032257795333862
1645084011.495976,17,0.9127837419509888
1645084093.70897,18,0.9084030389785767
1645084176.036376,19,0.9165670871734619
1645084266.979658,20,0.9113898873329163
1645084348.477549,21,0.915372371673584
1645084430.283367,22,0.9223417043685913
1645084513.445408,23,0.9235364198684692
1645084599.087065,24,0.9259259104728699
1645084679.963148,25,0.9293110370635986
1645084762.2172108,26,0.9317005276679993
1645084861.84152,27,0.9332935214042664
1645084956.48096,28,0.9255276918411255
1645085046.5764768,29,0.9311031699180603
1645085133.6602,30,0.936280369758606
1645085221.003467,31,0.9330943822860718
1645085302.3193483,32,0.9374750852584839
1645085386.291424,33,0.9328952431678772
1645085468.576545,34,0.9330943822860718
1645085554.03594,35,0.937873363494873
1645085639.426267,36,0.9400637149810791
1645085724.992824,37,0.9352847337722778
1645085810.886885,38,0.9366785883903503
1645085892.812451,39,0.9416567087173462
1645085975.122127,40,0.9424532055854797
1645086064.100621,41,0.9424532055854797
1645086147.4145353,42,0.9476304054260254
1645086228.775322,43,0.9448426961898804
1645086309.874645,44,0.9470330476760864
1645086391.562818,45,0.9488251805305481
1645086473.643831,46,0.9470330476760864
1645086556.214925,47,0.9462365508079529
1645086637.839409,48,0.9492233991622925
1645086721.117717,49,0.9442453384399414
1645086802.029654,50,0.9484269022941589
1645086884.818384,51,0.9484269022941589
1645086969.205615,52,0.9506173133850098
1645087051.981636,53,0.9480286836624146
1645087206.596606,54,0.9482278227806091
1645087299.244462,55,0.9567901492118835
1645087380.688631,56,0.9508163928985596
1645087462.553935,57,0.9575866460800171
1645087545.194453,58,0.947232186794281
1645087688.633533,59,0.9522102475166321
1645087769.7959151,60,0.9536041617393494
1645087851.420418,61,0.9508163928985596
1645087932.7260668,62,0.9567901492118835
1645088014.600489,63,0.9522102475166321
1645088099.142711,64,0.9561927318572998
1645088188.244103,65,0.9557945132255554
1645088269.556907,66,0.9518120288848877
1645088352.222062,67,0.9516128897666931
1645088441.759366,68,0.9545997381210327
1645088524.807522,69,0.956591010093689
1645088607.947184,70,0.9561927318572998
1645088695.906638,71,0.95599365234375
1645088784.375442,72,0.9553962349891663
1645088867.535476,73,0.9595778584480286
1645088954.081185,74,0.9619673490524292
1645089043.683262,75,0.9607725739479065
1645089179.762691,76,0.956591010093689
1645089264.828303,77,0.9597769975662231
1645089357.523638,78,0.9613699913024902
1645089444.485785,79,0.9589805006980896
1645089530.870763,80,0.9605734944343567
1645089619.327925,81,0.9561927318572998
1645089706.304983,82,0.9601752161979675
1645089787.849087,83,0.9643568396568298
1645089869.241155,84,0.9607725739479065
1645089952.804406,85,0.9569892287254333
1645090036.278001,86,0.9553962349891663
1645090118.708901,87,0.9611708521842957
1645090200.073072,88,0.9627638459205627
1645090282.064498,89,0.9637594819068909
1645090364.268002,90,0.9591795802116394
1645090445.331144,91,0.9633612036705017
1645090531.251988,92,0.9573875069618225
1645090616.428814,93,0.9571883678436279
1645090697.41162,94,0.9583831429481506
1645090778.952185,95,0.9635603427886963
1645090860.056583,96,0.9637594819068909
1645090941.681406,97,0.9603743553161621
1645091023.279625,98,0.9623655676841736
